City_ID,City,Latitude,Longitude,Country,Wind Speed,Max Temp,Humidity,Cloudiness,Date
386,srednekolymsk,67.45,153.68,RU,6.69,43.81,62,38,1601107959
387,mayo,38.89,-76.51,US,3.36,63.0,100,90,1601107959
388,tautira,-17.73,-149.15,PF,3.36,75.2,83,20,1601107959
389,arkhipo-osipovka,44.37,38.52,RU,7.52,75.24,67,77,1601107960
390,oranjestad,12.52,-70.03,AW,10.29,82.4,78,20,1601107930
391,boca do acre,-8.75,-67.4,BR,3.22,72.63,96,90,1601107960
392,matongo,-2.38,34.08,TZ,3.33,89.35,28,7,1601107960
393,aloleng,16.13,119.78,PH,12.15,83.91,79,100,1601107961
394,flinders,-34.58,150.86,AU,5.99,57.99,50,0,1601107961
395,george,-33.96,22.46,ZA,24.16,59.0,44,80,1601107961
396,hasaki,35.73,140.83,JP,14.99,68.0,82,75,1601107961
397,zarubino,42.63,131.09,RU,5.68,62.02,76,6,1601107962
398,bosaso,11.28,49.18,SO,11.41,93.2,56,0,1601107962
399,luderitz,-26.65,15.16,NA,20.38,62.47,54,5,1601107962
400,forest grove,45.52,-123.11,US,3.91,55.0,100,90,1601107962
401,ca mau,9.18,105.15,VN,11.03,85.46,68,99,1601107707
402,ludwigsfelde,52.3,13.27,DE,10.29,50.0,87,100,1601107963
403,ribeira brava,32.65,-17.07,PT,11.41,71.6,78,75,1601107963
404,panaba,21.28,-88.27,MX,5.06,76.19,95,100,1601107963
405,santa isabel,-23.32,-46.22,BR,2.24,57.2,87,45,1601107963
406,gaziantep,37.06,37.38,TR,3.36,78.8,47,0,1601107964
407,batagay,67.63,134.63,RU,4.63,45.09,57,0,1601107964
408,saint-francois,46.42,3.91,FR,8.05,48.99,87,100,1601107964
409,shahrud,36.42,54.98,IR,3.38,79.38,23,0,1601107964
410,bogo,11.05,124.01,PH,7.49,85.84,74,85,1601107965
411,salalah,17.02,54.09,OM,10.29,84.2,62,75,1601107965
412,buchanan,5.88,-10.05,LR,8.77,75.54,89,100,1601107965
413,aksarayskiy,46.79,48.01,RU,24.61,71.6,30,8,1601107965
414,cayenne,4.93,-52.33,GF,7.61,73.4,100,36,1601107966
415,yucca valley,34.11,-116.43,US,1.45,78.01,14,0,1601107966
416,yaan,7.38,8.57,NG,2.98,71.8,97,100,1601107966
417,renningen,48.77,8.93,DE,10.29,46.0,87,75,1601107966
418,avera,33.19,-82.53,US,3.36,68.0,98,90,1601107967
419,krasnoselkup,65.7,82.47,RU,6.82,48.63,68,91,1601107967
420,tecolutilla,18.28,-93.32,MX,2.19,76.5,91,100,1601107967
421,plettenberg bay,-34.05,23.37,ZA,22.59,58.03,48,10,1601107967
422,aswan,24.09,32.91,EG,15.59,96.26,20,0,1601107875
423,hanzhong,33.07,107.03,CN,2.93,67.64,74,100,1601107968
424,nuuk,64.18,-51.72,GL,3.36,37.0,93,51,1601107858
425,padang,-0.95,100.35,ID,4.54,76.48,85,100,1601107968
426,vestmanna,62.16,-7.17,FO,6.42,41.0,93,34,1601107969
427,orje,59.48,11.66,NO,3.0,44.01,95,100,1601107969
428,hammerfest,70.66,23.68,NO,33.33,39.2,86,75,1601107969
429,shanhetun,44.7,127.2,CN,3.24,67.6,70,0,1601107969
430,basco,20.45,121.97,PH,11.23,83.84,78,47,1601107970
431,cap malheureux,-19.98,57.61,MU,11.01,77.0,56,79,1601107970
432,tripoli,32.88,13.19,LY,18.21,77.14,64,100,1601107970
433,petersburg,37.23,-77.4,US,1.74,62.01,100,90,1601107970
434,ilhabela,-23.78,-45.36,BR,1.92,69.01,87,23,1601107971
435,guozhen,34.37,107.36,CN,8.25,77.38,48,77,1601107971
436,carcavelos,38.69,-9.32,PT,18.34,63.0,77,0,1601107971
437,koumac,-20.57,164.28,NC,8.12,76.55,79,79,1601107972
438,mhango,-3.28,32.85,TZ,3.53,84.99,37,42,1601107972
439,verkhnyaya inta,65.98,60.31,RU,22.15,56.55,78,97,1601107972
440,holbaek,55.72,11.72,DK,6.98,55.0,89,83,1601107972
441,huarmey,-10.07,-78.15,PE,6.42,60.35,84,80,1601107973
442,bonthe,7.53,-12.51,SL,3.44,74.07,94,100,1601107973
443,nome,64.5,-165.41,US,6.93,28.4,74,20,1601107973
444,smithers,54.78,-127.17,CA,5.82,46.4,81,90,1601107960
445,golub-dobrzyn,53.11,19.05,PL,4.0,62.01,72,100,1601107974
446,phalodi,27.13,72.37,IN,13.24,95.59,21,0,1601107974
447,gurupi,-11.73,-49.07,BR,2.55,76.01,53,4,1601107974
448,santa luzia,-19.77,-43.85,BR,3.36,64.4,82,0,1601107691
449,russell,32.35,-85.2,US,2.71,66.2,100,90,1601107975
450,zyryanovsk,49.74,84.27,KZ,2.08,48.06,54,96,1601107975
451,methoni,36.82,21.7,GR,19.46,82.4,65,40,1601107975
452,creston,41.06,-94.36,US,9.17,66.2,100,3,1601107976
453,anda,46.4,125.32,CN,5.57,69.04,60,45,1601107976
454,carauari,-4.88,-66.9,BR,2.26,72.25,98,100,1601107976
455,rosita,13.93,-84.4,NI,1.28,72.23,92,55,1601107976
456,santa isabel do rio negro,-0.41,-65.02,BR,1.12,72.14,96,100,1601107977
457,pasighat,28.07,95.33,IN,4.74,75.0,88,100,1601107977
458,isla vista,34.41,-119.86,US,2.55,68.0,90,0,1601107977
459,fort nelson,58.81,-122.7,CA,2.24,46.4,93,90,1601107978
460,nanyang,32.99,112.53,CN,10.49,78.22,53,100,1601107978
461,twentynine palms,34.14,-116.05,US,8.05,75.99,18,1,1601107978
462,mandalgovi,45.76,106.27,MN,9.8,59.14,32,95,1601107979
463,najran,17.49,44.13,SA,4.7,89.6,12,0,1601107875
464,harper,4.38,-7.72,LR,11.81,77.47,86,74,1601107979
465,vryburg,-26.96,24.73,ZA,15.55,62.11,31,0,1601107979
466,oga,46.46,10.35,IT,2.24,46.99,86,75,1601107979
467,digha,21.68,87.55,IN,13.94,88.25,75,100,1601107980
468,komsomolskiy,40.43,71.72,UZ,4.7,73.4,25,17,1601107980
469,egvekinot,66.32,-179.17,RU,7.81,28.8,90,84,1601107980
470,thayetmyo,19.32,95.18,MM,7.14,86.18,76,18,1601107980
471,chinhoyi,-17.37,30.2,ZW,4.56,90.01,16,0,1601107981
472,pacifica,37.61,-122.49,US,8.05,62.01,82,1,1601107981
473,anadyr,64.75,177.48,RU,4.47,26.6,79,1,1601107981
474,mangan,27.52,88.53,IN,5.44,84.38,44,100,1601107981
475,dauriya,49.93,116.87,RU,21.39,60.37,60,57,1601107982
476,leshukonskoye,64.9,45.76,RU,6.42,59.11,71,28,1601107982
477,rio grande,-32.03,-52.1,BR,1.01,63.0,97,100,1601107829
478,nenjiang,49.18,125.22,CN,10.27,64.47,72,100,1601107982
479,ndende,-2.4,11.36,GA,2.01,78.39,74,100,1601107983
480,assiniboia,49.63,-105.98,CA,14.67,55.33,48,77,1601107983
481,tallahassee,30.44,-84.28,US,3.42,72.0,94,1,1601107983
482,hornepayne,49.21,-84.77,CA,3.74,53.02,97,72,1601107983
483,pangody,65.85,74.49,RU,13.04,49.68,69,6,1601107984
484,pafos,34.77,32.42,CY,4.7,82.4,65,40,1601107984
485,mehamn,71.04,27.85,NO,20.4,44.82,64,100,1601107984
486,naraina,26.78,75.2,IN,4.7,91.4,52,40,1601107984
487,arlit,18.74,7.39,NE,8.97,92.82,11,0,1601107985
488,santa fe,-31.63,-60.7,AR,4.0,70.0,80,93,1601107951
489,gat,31.61,34.76,IL,1.01,82.0,68,46,1601107985
490,malim,7.45,123.43,PH,5.88,84.49,72,100,1601107985
491,katherine,-14.47,132.27,AU,5.82,98.6,27,75,1601107986
492,huaihua,27.55,109.96,CN,4.45,61.57,93,100,1601107986
493,talnakh,69.49,88.4,RU,17.9,42.8,75,40,1601107986
494,ambunti,-4.24,142.84,PG,2.71,77.99,95,100,1601107986
495,maceio,-9.67,-35.74,BR,2.24,69.8,100,90,1601107987
496,erdenet,49.03,104.08,MN,14.29,48.85,47,0,1601107987
497,novopskov,49.55,39.09,UA,17.0,73.99,21,81,1601107987
498,pascagoula,30.37,-88.56,US,5.37,68.0,88,1,1601107987
499,oxbow,49.23,-102.17,CA,1.01,55.99,62,100,1601107988
500,lokosovo,61.13,74.82,RU,6.55,52.3,57,4,1601107988
501,zavyalovo,54.51,82.45,RU,6.71,50.0,57,40,1601107988
502,teahupoo,-17.83,-149.27,PF,3.36,75.2,83,20,1601107988
503,san lorenzo,-25.33,-57.53,PY,5.82,80.6,42,1,1601107988
504,forio,40.73,13.86,IT,11.41,62.01,77,75,1601107989
505,oussouye,12.48,-16.55,SN,11.41,78.8,88,43,1601107989
506,williston,48.15,-103.62,US,17.85,61.0,47,43,1601107898
507,kirakira,-10.45,161.92,SB,10.13,80.08,83,100,1601107989
508,japura,-0.32,102.35,ID,4.29,72.75,95,100,1601107990
509,lompoc,34.64,-120.46,US,5.82,57.2,93,40,1601107990
510,havoysund,71.0,24.66,NO,33.33,39.2,86,75,1601107990
511,san patricio,19.22,-104.7,MX,3.67,77.36,83,0,1601107990
512,ondjiva,-17.07,15.73,AO,7.05,81.39,15,0,1601107991
513,praya,14.92,-23.51,CV,6.93,78.8,88,40,1601107991
514,salonta,46.8,21.65,RO,6.93,61.0,93,40,1601107991
515,boyolangu,-8.12,111.89,ID,11.52,83.25,64,23,1601107991
516,severodvinsk,64.56,39.83,RU,4.47,59.0,67,97,1601107992
517,gbadolite,4.28,21.02,CD,4.25,80.38,73,54,1601107992
518,duayaw nkwanta,7.17,-2.1,GH,3.56,71.26,95,99,1601107992
519,jalpaiguri,26.52,88.73,IN,4.61,89.6,63,83,1601107939
520,hue,16.47,107.6,VN,10.29,93.2,59,20,1601107992
521,gosainganj,26.58,82.38,IN,4.85,91.54,51,0,1601107993
522,miles city,46.41,-105.84,US,12.75,62.6,36,1,1601107989
523,lixourion,38.2,20.43,GR,8.05,77.0,78,75,1601107993
524,zhigansk,66.77,123.37,RU,12.03,43.38,87,100,1601107926
525,kisangani,0.52,25.2,CD,4.7,78.8,83,20,1601107993
526,nemuro,43.32,145.57,JP,17.22,53.6,93,75,1601107990
527,aksu,41.12,80.26,CN,14.92,75.79,19,0,1601107994
528,xining,36.62,101.77,CN,9.22,67.93,33,5,1601107994
529,barcelos,41.54,-8.62,PT,2.98,55.99,87,20,1601107994
530,maniitsoq,65.42,-52.9,GL,5.86,39.09,79,100,1601107995
531,trairi,-3.28,-39.27,BR,14.32,77.58,77,100,1601107995
532,sao felix do xingu,-6.64,-51.99,BR,2.08,69.93,96,94,1601107995
533,chulman,56.85,124.91,RU,14.41,47.95,77,100,1601107995
534,pauini,-7.71,-66.98,BR,1.77,73.2,96,100,1601107996
535,southbridge,42.08,-72.03,US,2.59,59.0,99,1,1601107996
536,port keats,-14.25,129.55,AU,8.14,84.87,67,100,1601107996
537,rawson,-43.3,-65.1,AR,9.89,52.95,52,0,1601107996
538,pontianak,-0.03,109.33,ID,4.52,81.34,85,97,1601107997
539,manakara,-22.13,48.02,MG,13.18,78.22,58,0,1601107997
540,bizhbulyak,53.7,54.26,RU,4.63,58.82,44,29,1601107997
541,golynki,54.87,31.39,RU,14.61,62.69,65,0,1601107997
542,akranes,64.32,-22.07,IS,19.46,50.0,81,90,1601107998
543,pierre,44.37,-100.35,US,6.93,64.0,44,1,1601107998
544,cervo,43.67,-7.41,ES,14.45,60.01,1,92,1601107998
545,nishihara,26.18,127.76,JP,11.41,82.4,69,75,1601107998
546,plyussa,58.43,29.37,RU,9.93,65.34,63,0,1601107999
547,bose,45.46,8.01,IT,1.99,63.0,29,86,1601107999
548,tiznit,29.58,-9.5,MA,3.44,76.55,44,0,1601107999
549,ardahan,41.11,42.7,TR,5.37,63.32,51,96,1601107999
550,sao joao da ponte,-15.93,-44.01,BR,6.29,63.25,77,0,1601108000
551,montepuez,-13.13,39.0,MZ,6.93,87.01,28,0,1601108000
552,jidong,45.22,131.08,CN,6.69,61.39,75,73,1601108000
553,baherden,38.44,57.43,TM,12.19,81.19,15,0,1601108000
554,lima,-12.04,-77.03,PE,11.41,60.8,82,90,1601107770
555,teguldet,57.31,88.17,RU,6.71,43.88,89,100,1601108001
556,olinda,-8.01,-34.86,BR,6.93,78.8,69,40,1601108001
557,eskisehir,39.78,30.52,TR,10.29,66.2,63,25,1601107965
558,chitral,35.85,71.79,PK,9.78,74.62,27,19,1601108001
559,barberton,-25.79,31.05,ZA,14.99,84.99,28,0,1601108002
560,vydrino,51.48,104.85,RU,10.69,50.77,62,100,1601108002
561,lorengau,-2.02,147.27,PG,8.3,82.99,80,46,1601108002
562,shingu,33.73,135.98,JP,13.87,77.0,73,75,1601108002
563,burnie,-41.07,145.92,AU,18.01,48.0,68,54,1601108003
564,vigrestad,58.57,5.7,NO,1.99,53.01,72,100,1601108003
565,linares,-35.85,-71.6,CL,2.17,48.18,81,95,1601108003
566,yoichi,43.2,140.77,JP,9.17,66.2,63,75,1601108003
567,manjacaze,-24.71,33.88,MZ,7.85,88.34,35,0,1601108004
568,dalbandin,28.89,64.41,PK,8.99,90.19,9,0,1601108004
569,vanimo,-2.67,141.3,PG,4.9,81.99,74,12,1601108004
570,roald,62.58,6.13,NO,25.28,48.2,66,40,1601108005
571,rafai,4.95,23.92,CF,4.21,81.27,65,97,1601108005
572,antalaha,-14.9,50.28,MG,9.19,77.95,57,6,1601108006
573,sakakah,29.97,40.21,SA,12.75,86.0,27,0,1601108006
574,wahpeton,46.27,-96.61,US,4.74,59.0,58,1,1601108006
575,marsa matruh,31.35,27.25,EG,3.42,78.8,65,0,1601108006
